asof_date,property_title,price,property_description,property_type,location,postal_code_area,property_link,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Min age,Gender,Max age,Vegetarian,data_source
2023-04-17,2 Double Rooms In NW4 All Bills Inc. Ref:Qc,£800 pcm,"AVAILABLE NOWI would like to present 2 fully furnished double rooms in well-kept flat in Hendon.Benefits:- all bills included- few minutes walking distance to Hendon Central- all shops nearby- spacious rooms- fully furnished- responsible current tenantsWe require referencing, 1 month deposit, 1 month rent in advance.For more details or to arrange a viewing please send a message.",Flat share,Hendon,NW4,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16637612&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,,Female preferred,,,Spareroom
2023-04-17,Modern Well Presented Studios in Canary Wharf E14,£800 pcm,"Fully furnished studio!!Just a short walk to Canary Wharf, this superb studio property benefits from modern fixtures and fittings throughout. Beautiful area in London with lots of bars and restaurants, grocery shops and a shopping mall. Great surroundings with beautiful views of skyscrapers and docks.This fully-equipped apartment has all you may need: plates, glasses, cutlery, cooking equipment, full-sized fridge/freezer, cooker, oven, microwave, dishwasher, toaster, washing machine .The apartment is cleaned to a high standard and prepared before your arrival by a professional cleaning company to make your stay as comfortable as possible.The AccommodationThe apartment can easily accommodate 2 people.It consists of:open plan tiled kitchen and living area with dishwasher, washing machine, dining table, double bed, smart TV, laminate flooring1 complete tiled bathroom with showerGetting aroundA 10 minutes walk to Canary Wharf, from where you can go directly to London Bridge in just 8 minutes.Nearest Underground/DLR Stations:Heron Quay - a 10 minutes walkCanary Wharf - a 10 minutes walkThere are as well few buses and night buses:135 - Shoreditch - great lively area where the most important clubs and markets are locatedD7 - Poplar - connected to the DLR to Stratford and Westfield Shopping CentreN550 - Trafalgar Square - connected to Central LondonWill rent fast, available for MAY! Couples or Single occupancy is welcomed.Contact me for virtual tour today! x","Flat
        
        to rent",Canary Wharf,E14,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16662663&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,11 May 2023,12 months,None,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,,,,,Spareroom
2023-04-17,Amazing property with living room In King's Cross,"£1,010 pcm","Gorgeous property In KING'S CROSS with Living Room - overlooking the canal in a residential gated development.Newly refurbished 4 bedroom flat with modern fittings and furniture.Double room single use with direct balcony/terrace access & Ensuite double room for single use with large wardrobe.OFFER - DISCOUNTED!KING'S CROSS - ISLINGTON - 3 Min to the Station...Benefits include:- Broadband/WIFI- Bills partially included (Water, Gas, Electricity, Council Tax)- Cleaning Service- Maintenance Service- 1 Week Free Relocation ServiceRequirements:- Passport (& right to rent share code when applicable)- 1 month deposit refundable- Utilities Contribution: 1 Week Min/2 Weeks Max- Serious Seeker*Online bookings Available*Full Flexibility Is GivenIf interested in this room or need help with your room search, feel free to contact me.Regards,Mihai",Flat share,King's Cross,N1,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15915769&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,18,Males or females,,,Spareroom
2023-04-17,"Rent includes, council tax,heating &hot water...","£1,010 pcm","Large sunny Self-contained studio flat situated on Cecile Park, Crouch End, moments walk from trendy Crouch End Broadway with all is shops and bars.The flat is newly decorated throughout, furnished, en-suite shower room, separate fully fitted kitchen with washing machine. Rent includes, council tax, water rates, heating and hot water.ideally suitable for a single professional only. Flexible move in.","Flat
        
        to rent",Crouch End,N8,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15313405&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,25 Apr 2023,None,None,Furnished,Yes,No,No,No,No,,,,No,No,Professional,Yes,,,,,Spareroom
2023-04-17,Super spacious Double room in Bow mins from City,£950 pcm,"Property featuresAttractive r apartment in an ideal suburban areaStunning open plan kitchen with integrated appliancesPrivate balcony overlooking 3 lovely double bedrooms with double beds double wardrobes and desks etc Well presented  shower room with toilets and sinkWalnut wooden flooring fully fitted kitchen with all mod cons internet Long let. wanted Set a short distance from Queen Elizabeth Olympic Park and Victoria Park, this  flat showcases modern living.  Property  in close proximity to a vast range of trendy boutique shops, bars and eateries as well as the vibrant Roman Road Market. Bethnal Green and Bow are within close proximity while Canary Wharf is easily accessible.",Flat share,Bow Road,E3,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16400553&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,,,,,,No,Yes,No,No,No,Don't mind,Yes,24,Males or females,44,,Spareroom
2023-04-17,2 spacious double bedrooms available in Bow,"£1,225 pcm",1 Double rooms with balcony 1 Double room Fully fitted Spacious bathroom Fully fitted KitchenAll Wooden floors High ceilings Close to main stations and Close to all local amenities Available now Message for viewings now.,Flat share,Bow,E3,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16669848&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,,,,Yes,,,,No,No,No,Don't mind,,,Males or females,,,Spareroom
2023-04-17,Fantastic ground floor studio/1 bed  flat,"£1,225 pcm","Between Highbury and Islington (Victoria Line) and Holloway Road (Piccadilly Line) opposite charming French Delicatessen. available now. video available on request. Maple floors, white walls, must be seen.","Flat
        
        to rent",Highbury and Islington,N5,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10014853&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,15 May 2023,6 months,None,Furnished,No,No,No,No,No,,,,No,Yes,Don't mind,Yes,,,,,Spareroom
2023-04-17,2 amazing rooms in King's Cross - Flat with lounge,"£1,010 pcm","Fantastic Property In KING'S CROSS with Living Room.Newly refurbished 4 maisonette with modern fittings and furniture - located near the canal in a gated residential development! £ 1010.00 double room single use£ 1261.00 ensuite double room single use£ 1118.00 double room single use (TAKEN)KING'S CROSS - ISLINGTON - 3 Min to the Station...Benefits include:- Broadband/WIFI- Bills partially included (Water, Gas, Electricity, Council Tax)- Cleaning Service- Maintenance Service- 1 Week Free Relocation ServiceRequirements:- Passport (& right to rent share code when applicable)- 1 month deposit refundable- Utilities Contribution: 1 Week Min/2 Weeks Max- Serious Seeker*Online bookings Available*Full Flexibility Is GivenIf interested in this room or need help with your room search, feel free to contact me.Regards,Mihai",Flat share,King's Cross,N1,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16122905&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,6 months,None,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,18,Males or females,,,Spareroom
2023-04-17,"Large double room, modern  flat close tube Gay","£1,000 pcm","Large double room, modern duplex flat close to Stockwell & Brixton tube stations gay male ,inc bills, storage bed, private fridgeOnly 6 mins walk from Brixton tube and 8 mins walk from Stockwell tube modern refurbished split level duplex apartment on 3rd and top floor with a large dining/lounge and external roof garden with electric awning table and chairs. Modern kitchen, separate bathroom and toilet. There is fibre optic  fast wifi internet and freeview television. The room for available  has a double bed, side table, two double wardrobes, desk and chair, and two chest of drawers. This is a welcoming clean and modern flat to relax in after a hard days work in a quiet location. This is a 4 bedroom apartment sharing with 3 other gay male tenants ( and not the landlord) and would suit a full time employed professional male aged between 23 and 38. The cost of bills included . For viewings contact Simon and quote ref 7701Strictly no students, unemployed or couples. This is a room for single occupancy onlyDirections- exit Brixton tube station, turn right onto Brixton Road past a church and then a petrol station with a Tesco Express, then turn left up Wynne Road, on the corner is a ramp up to the second floor of Fitzgerald House, up the next stepped ramp and turn left to the apartment.",Flat share,Brixton,SW9,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6054235&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D900%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,01 Jun 2023,3 months,None,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,No,22,Male preferred,38,,Spareroom
2023-04-17,Spacious double in great location!!-(Shared Flat),£950 pcm,"Hi,Thank you for taking the time to look at our ad. We are a friendly family of three, two adults, a school-age child, and a frenchie dog.We have a fully furnished cosy double bedroom ready to rent! The bedroom includes a double bed,  chester drawers, metal clothes rail with shelving and a desk with a chair.Shared areas: The kitchen contains a gas cooker, fridge freezer, washing machine, microwave, kettle, and toaster.Laundry room: contains a tumble dryerThe bathroom contains a bathtub, with shower attachment and a separate sink.Separate toilet with wash basin. Instant hot water.  Heating. The area has excellent transport links which make it very easy to get to other parts of London. Caledonian Rd, Holloway, Tufnell Park, Camden, and Kings Cross all nearby.The nearest tube station is less than 10 minutes' walk, Caledonian underground station.Bus routes 17, 29, 91, 253, 259, 390, and 393 are a 5-minute walk away.5-10 mins drive to Kings Cross and all other areas mentioned above. There are lots of amenities, including two local gyms, a local park, and several grocery stores (Morrisons and Lidl). We would like to welcome into our home, someone who is clean, easy-going, and respectful.Our ideal flatmate would be a professional female who is office based 5 days a week, but we would be willing to compromise for the right person. We are also willing to consider full-time students.All bills are included.If you have any questions or want to arrange a viewing, please feel free to contact me. Thank you.",Flat share,Islington,N7,https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16603513&search_id=1212446191&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D910%26search_id%3D1212446191%26sort_by%3Dby_day%26mode%3Dlist&,Now,None,None,Furnished,,,,Yes,,No,Yes,No,No,No,Don't mind,,20,Female preferred,40,,Spareroom
