price,per,monthly_converted,property_type,postal_code_area,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Gender,Vegetarian,Min age,Max age
200,pw,866.00,Flat share,M13,01/07/2023,1,2,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Student,Yes,No preference,,,
550,pcm,,House share,M15,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,45
525,pcm,,House share,M30,01/05/2023,6,0,Furnished,No,,Yes,,,No,Yes,No,No,No,Professional,Yes,No preference,,21,35
175,pw,757.75,House share,M15,Now,0,1,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,40
550,pcm,,Flat share,M5,Now,9,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,Male,,28,48
480,pcm,,Flat share,M13,Now,6,0,Furnished,Yes,No,No,Yes,No,shared,Yes,No,Yes,Yes,Don't mind,No,Female,,19,45
575,pcm,,Flat share,M3,Now,0,0,Furnished,No,No,No,Yes,No,shared,No,No,Yes,No,Professional,Yes,No preference,,25,
600,pcm,,House share,M21,Now,3,0,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,Male,,18,70
950,pcm,,Flat share,M50,Now,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,
175,pw,757.75,House share,M22,Now,0,0,Furnished,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Don't mind,No,No preference,,18,66
550,pcm,,House share,M20,01/05/2023,0,6,Furnished,Yes,,Yes,Yes,,shared,Yes,No,Yes,No,Professional,No,No preference,,22,40
525,pcm,,Flat share,M5,01/05/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,,
500,pcm,,House share,M41,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,,
500,pcm,,House share,M33,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,,
600,pcm,,Flat share,M50,09/06/2023,2,0,Furnished,Yes,No,No,No,Yes,shared,Yes,No,No,No,Don't mind,No,No preference,,,
650,pcm,,Flat share,M4,10/05/2023,0,0,Furnished,Yes,Yes,Yes,Yes,Yes,shared,Yes,No,Yes,No,Don't mind,No,Female,Yes,,
643,pcm,,Flat share,M5,20/04/2023,0,0,Furnished,Yes,,,Yes,,shared,Yes,No,No,No,Don't mind,No,Female,,20,29
600,pcm,,House share,M14,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Professional,Yes,Female,,20,50
800,pcm,,House share,M35,Now,0,0,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Professional,No,No preference,,18,
575,pcm,,Flat share,M50,07/05/2023,0,0,Furnished,Yes,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
550,pcm,,Flat share,M3,18/06/2023,12,0,Furnished,Yes,No,No,Yes,No,shared,No,No,Yes,Yes,Student,No,No preference,,20,23
190,pw,822.70,House share,M13,16/09/2023,6,12,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,20,55
750,pcm,,Flat share,M5,03/05/2023,1,3,Furnished,No,,,Yes,,shared,Yes,No,No,No,Don't mind,No,No preference,,19,30
455,pcm,,House share,M20,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,No,Female,,24,30
750,pcm,,House share,M27,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,Male,,23,50
800,pcm,,House share,M4,24/04/2023,8,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Don't mind,No,No preference,,,
550,pcm,,Flat share,M5,Now,2,0,Furnished,Yes,No,Yes,Yes,Yes,shared,No,No,Yes,No,Don't mind,No,No preference,,,
850,pcm,,Flat share,M1,01/05/2023,6,0,Furnished,No,,,,Yes,shared,Yes,No,No,No,Don't mind,No,No preference,,21,40
600,pcm,,House share,M20,30/04/2023,3,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,21,40
550,pcm,,Flat share,M30,Now,12,15,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,Yes,18,60
500,pcm,,House share,M14,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,21,35
125,pw,541.25,Flat share,M50,20/04/2023,0,12,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Professional,No,No preference,,24,40
700,pcm,,House share,M21,Now,0,0,Furnished,Yes,Yes,Yes,,,shared,Yes,No,No,No,Professional,No,Female,,30,99
800,pcm,,House share,M40,Now,0,0,Furnished,Yes,No,Yes,No,Yes,shared,Yes,No,No,Yes,Professional,Yes,No preference,,28,40
800,pcm,,Flat share,M3,Now,0,6,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,,,
600,pcm,,Flat share,M8,09/05/2023,4,0,Furnished,No,No,No,No,No,No,Yes,No,No,Yes,Professional,No,Female,,18,25
210,pw,909.30,Flat share,M1,29/05/2023,0,3,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
650,pcm,,Flat share,M4,01/07/2023,12,0,Furnished,Yes,No,No,Yes,No,shared,No,No,Yes,No,Professional,No,No preference,,23,29
600,pcm,,House share,M45,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
650,pcm,,Flat share,M8,Now,5,0,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Don't mind,No,Female,,19,25
760,pcm,,Flat share,M3,31/05/2023,12,0,Furnished,No,,,Yes,Yes,,Yes,No,No,No,Professional,No,No preference,,,
525,pcm,,Flat share,M4,01/07/2023,12,0,Furnished,Yes,,,Yes,,shared,Yes,No,Yes,Yes,Professional,No,No preference,Yes,22,30
250,pw,1082.50,House share,M12,Now,0,0,Furnished,No,,Yes,,Yes,shared,Yes,No,No,No,Don't mind,No,No preference,,18,
775,pcm,,Flat share,M15,01/05/2023,5,5,Furnished,No,,,,,,,No,No,No,Professional,No,No preference,,,
850,pcm,,House share,M12,Now,1,0,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,21,
850,pcm,,House rent,M14,Now,3,12,Furnished,Yes,,Yes,,,,,,Yes,No,Don't mind,No,No preference,,,
600,pcm,,House share,M30,30/04/2023,6,0,Unfurnished,Yes,,Yes,,,shared,Yes,No,No,No,Professional,No,No preference,,30,40
184,pw,796.72,Flat share,M15,Now,0,6,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Student,No,Female,,,
600,pcm,,Flat share,M5,Now,3,0,Furnished,No,No,No,Yes,No,shared,Yes,No,Yes,No,Don't mind,No,Female,,18,28
575,pcm,,Flat share,M5,05/05/2023,6,0,Furnished,No,,,Yes,,shared,Yes,No,No,No,Don't mind,Yes,Female,,,
475,pcm,,House share,M28,Now,6,0,Furnished,Yes,Yes,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,30,
475,pcm,,Flat share,M14,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,19,46
175,pw,757.75,Flat share,M1,27/06/2023,2,2,Furnished,No,,,,,shared,Yes,No,Yes,No,Student,No,No preference,Yes,,
600,pcm,,House share,M23,Now,1,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,35,
450,pcm,,Flat share,M20,19/04/2023,0,3,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,23,29
695,pcm,,House share,M32,Now,0,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,No,No preference,,21,35
125,pw,541.25,House share,M16,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,Yes,22,62
500,pcm,,House share,M16,Now,0,3,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
1300,pcm,,Flat share,M15,22/05/2023,0,1,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,20,40
700,pcm,,Flat share,M30,Now,6,6,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,Yes,Female,,18,40
550,pcm,,Flat share,M5,18/05/2023,3,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Professional,No,No preference,,23,35
550,pcm,,Flat rent,M15,05/05/2023,0,0,Furnished,Yes,Yes,Yes,No,Yes,,,,No,No,Student,Yes,No preference,,,
700,pcm,,Flat share,M4,18/04/2023,1,3,Furnished,No,No,No,Yes,Yes,shared,No,No,No,No,Professional,Yes,No preference,,,
144,pw,623.52,Flat share,M14,Now,0,3,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,,
750,pcm,,Flat share,M4,01/05/2023,0,6,Furnished,No,No,No,No,Yes,shared,Yes,No,No,No,Professional,No,Female,,29,35
800,pcm,,Flat share,M5,11/06/2023,12,12,Furnished,No,,Yes,Yes,Yes,shared,Yes,No,Yes,No,Don't mind,No,Female,,21,32
525,pcm,,Flat share,M3,01/05/2023,0,0,Furnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,Yes,Female,,,
400,pcm,,House share,M35,Now,0,6,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,30,50
190,pw,822.70,Flat share,M1,24/04/2023,0,0,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
700,pcm,,Flat share,M15,Now,12,0,Unfurnished,No,,,,,shared,No,No,Yes,Yes,Don't mind,Yes,No preference,,20,30
700,pcm,,Flat share,M16,01/05/2023,1,6,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,27,37
800,pcm,,Flat share,M1,Now,0,0,Unfurnished,No,,,,,shared,Yes,No,No,No,Don't mind,Yes,Male,,18,35
1000,pcm,,Flat share,M3,Now,1,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,Yes,No,Professional,Yes,No preference,,21,
700,pcm,,Flat share,M13,23/04/2023,0,3,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,No,Female,,,
115,pw,497.95,Flat share,M8,Now,1,0,Furnished,Yes,No,No,No,No,shared,Yes,Yes,No,No,Professional,No,Female,,20,40
640,pcm,,Flat share,M1,Now,3,4,Furnished,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Student,No,Male,,18,
600,pcm,,Flat share,M4,06/05/2023,3,0,Furnished,No,,,Yes,,shared,Yes,No,No,No,Professional,Yes,No preference,Yes,28,50
795,pcm,,Flat share,M30,Now,3,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
700,pcm,,House share,M13,17/04/2023,3,0,Furnished,No,,Yes,,,,Yes,No,No,Yes,Don't mind,No,Female,,,
700,pcm,,House rent,M6,Now,12,0,Furnished,Yes,No,Yes,Yes,No,,,,No,No,Professional,Yes,No preference,,,
600,pcm,,House share,M11,01/07/2023,3,0,Furnished,Yes,No,Yes,No,Yes,shared,Yes,No,No,No,Professional,No,No preference,,,99
143,pw,619.19,Flat share,M13,Now,0,6,Furnished,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Student,No,No preference,,18,25
725,pcm,,House share,M45,Now,6,0,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,21,
463,pcm,,Flat share,M3,30/04/2023,0,3,Furnished,No,No,No,No,Yes,shared,No,No,No,No,Professional,Yes,Female,,,
697,pcm,,Flat share,M5,Now,12,12,Furnished,Yes,No,No,Yes,Yes,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,20,24
525,pcm,,Flat share,M5,01/06/2023,0,3,Furnished,No,,,Yes,Yes,shared,Yes,No,No,No,Don't mind,No,Female,Yes,25,35
495,pcm,,House share,M21,Now,0,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,Female,,27,
650,pcm,,House share,M25,01/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,35
630,pcm,,Flat share,M1,Now,0,12,Furnished,No,,,,,,Yes,No,Yes,Yes,Don't mind,No,No preference,,,
700,pcm,,Flat share,M15,27/04/2023,11,0,Furnished,Yes,,Yes,Yes,Yes,shared,Yes,No,No,Yes,Professional,Yes,No preference,,20,32
450,pcm,,Flat share,M6,Now,5,5,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,
450,pcm,,House share,M14,01/06/2023,0,0,Furnished,No,,Yes,,,shared,Yes,No,No,Yes,Don't mind,Yes,Female,,23,29
125,pw,541.25,House share,M14,06/09/2023,10,10,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,18,25
120,pw,519.60,House share,M27,30/04/2023,0,2,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,
550,pcm,,Flat share,M3,Now,0,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,Yes,,40
800,pcm,,Flat share,M5,10/05/2023,4,4,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,Female,Yes,,
800,pcm,,Flat rent,M1,Now,6,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
475,pcm,,House share,M14,06/06/2023,0,5,Furnished,Yes,No,Yes,No,No,No,No,No,No,No,Don't mind,Yes,No preference,,22,32
625,pcm,,House share,M16,01/05/2023,0,12,Furnished,Yes,,Yes,,,,,No,No,No,Professional,No,No preference,,,
470,pcm,,Flat share,M4,Now,2,0,Furnished,No,,Yes,,,shared,No,No,Yes,No,Professional,No,Female,,,
450,pcm,,House share,M14,11/05/2023,1,3,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,Female,,18,40
750,pcm,,Flat share,M5,Now,2,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Professional,No,No preference,,24,40
560,pcm,,House share,M14,Now,0,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
550,pcm,,House share,M14,Now,0,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
550,pcm,,House rent,M35,Now,3,0,Furnished,Yes,No,Yes,No,No,,,,Yes,No,Don't mind,No,No preference,,,
100,pw,433.00,House share,M45,Now,3,0,Furnished,Yes,No,No,No,No,shared,No,No,No,No,Professional,Yes,No preference,,30,65
675,pcm,,House share,M26,Now,3,0,Furnished,Yes,No,Yes,Yes,Yes,shared,Yes,Yes,Yes,No,Professional,No,Female,,,
465,pcm,,Flat share,M18,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,No,No,Yes,No,Don't mind,No,Male,,,
250,pw,1082.50,Flat share,M5,Now,0,1,Furnished,No,,,,,shared,Yes,Yes,No,No,Don't mind,No,No preference,,,
575,pcm,,House share,M14,30/04/2023,1,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,45
600,pcm,,Flat share,M23,Now,6,0,Furnished,Yes,Yes,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,Female,,,
429,pcm,,House share,M24,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,Female,,,
695,pcm,,House share,M8,Now,3,0,Furnished,No,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,No,No preference,,25,40
500,pcm,,Flat share,M22,29/05/2023,6,0,Furnished,Yes,,Yes,,,shared,No,No,No,No,Professional,No,No preference,,40,80
695,pcm,,Flat share,M16,Now,2,0,Unfurnished,No,No,No,No,No,No,No,Yes,Yes,No,Don't mind,Yes,No preference,,,
219,pw,948.27,Flat share,M17,10/07/2023,0,0,Furnished,Yes,,Yes,Yes,Yes,shared,Yes,Yes,No,No,Don't mind,No,No preference,,,
209,pw,904.97,Flat share,M15,Now,0,5,Furnished,Yes,Yes,,,Yes,shared,Yes,No,No,No,Don't mind,No,Female,,,
1200,pcm,,Flat share,M20,Now,12,0,Unfurnished,Yes,No,No,No,No,No,No,Yes,No,No,Professional,Yes,No preference,,25,40
650,pcm,,Flat share,M20,28/04/2023,7,0,Furnished,Yes,,Yes,,,shared,,No,No,No,Don't mind,Yes,No preference,,25,31
550,pcm,,Flat share,M15,27/04/2023,0,0,Furnished,No,,,Yes,,shared,,No,Yes,No,Don't mind,No,No preference,,,
600,pcm,,Flat share,M19,01/05/2023,0,0,Unfurnished,No,,,,,,,No,Yes,No,Don't mind,No,No preference,,,
110,pw,476.30,House share,M20,29/04/2023,6,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
725,pcm,,Flat share,M1,29/04/2023,3,0,Furnished,No,,,,,shared,Yes,No,No,No,Student,No,Female,,19,23
950,pcm,,House share,M14,17/04/2023,1,2,Furnished,Yes,No,No,No,No,shared,Yes,Yes,No,No,Professional,No,No preference,,24,
600,pcm,,House share,M14,01/07/2023,12,12,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Student,Yes,No preference,,,
600,pcm,,Flat rent,M3,Now,6,0,Part Furnished,Yes,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
600,pcm,,Flat share,M24,01/09/2023,1,1,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Professional,No,Female,,28,
500,pcm,,House share,M28,Now,3,12,Unfurnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,Female,,18,
650,pcm,,House share,M15,20/04/2023,0,12,Unfurnished,No,No,Yes,No,No,No,Yes,No,No,No,Student,Yes,No preference,,20,30
650,pcm,,House share,M6,22/04/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,22,33
575,pcm,,House share,M33,Now,6,0,Furnished,Yes,Yes,Yes,Yes,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
600,pcm,,Flat share,M15,10/05/2023,6,12,Unfurnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,No,Female,,,
650,pcm,,Flat share,M21,01/05/2023,6,0,Furnished,Yes,,,Yes,,shared,Yes,No,No,No,Professional,No,No preference,,25,40
500,pcm,,Flat share,M40,Now,6,0,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
180,pw,779.40,House share,M9,Now,0,0,Furnished,Yes,No,Yes,No,Yes,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
675,pcm,,Flat share,M4,Now,3,0,Furnished,No,,,Yes,,shared,Yes,No,Yes,No,Professional,Yes,No preference,Yes,25,35
175,pw,757.75,House share,M19,22/04/2023,0,0,Furnished,Yes,,Yes,,,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,18,65
550,pcm,,Flat share,M6,21/04/2023,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,21,50
425,pcm,,House share,M25,Now,1,0,Furnished,Yes,No,Yes,No,No,No,No,No,Yes,No,Don't mind,No,Male,,20,
659,pcm,,Flat share,M3,26/05/2023,12,15,Furnished,No,,Yes,Yes,,shared,No,No,Yes,No,Don't mind,No,No preference,,22,26
659,pcm,,Flat rent,M4,Now,6,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
659,pcm,,Flat rent,M1,Now,6,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
625,pcm,,Flat share,M5,10/05/2023,6,0,Furnished,No,,,Yes,,shared,Yes,No,No,No,Professional,No,Female,,24,30
600,pcm,,House share,M29,30/04/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,19,55
600,pcm,,House share,M25,Now,3,0,Furnished,Yes,Yes,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,Yes,22,50
750,pcm,,Flat share,M33,Now,0,0,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,Yes,,
425,pcm,,Flat share,M16,09/06/2023,3,12,Furnished,Yes,No,Yes,No,Yes,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
500,pcm,,Flat share,M3,Now,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,Yes,No,Professional,No,Male,,23,32
470,pcm,,Flat share,M13,01/07/2023,12,12,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Student,No,Male,,21,23
800,pcm,,Flat share,M14,Now,0,0,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,45
800,pcm,,Flat rent,M16,26/04/2023,2,0,Furnished,Yes,No,Yes,No,No,,,,No,No,Don't mind,No,No preference,,,
106,pw,458.98,House share,M14,19/07/2023,12,12,Furnished,Yes,No,Yes,No,No,shared,No,No,Yes,No,Student,No,No preference,,19,22
600,pcm,,Flat share,M11,Now,1,11,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Professional,No,No preference,,25,35
800,pcm,,House share,M7,Now,0,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,No,Female,,21,
500,pcm,,Flat share,M16,Now,0,0,Furnished,No,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
202,pw,874.66,Flat share,M50,01/05/2023,5,5,Furnished,Yes,No,No,No,No,No,Yes,No,Yes,No,Student,No,No preference,,,
699,pcm,,House share,M45,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,22,
699,pcm,,House rent,M14,01/07/2023,12,0,Furnished,Yes,No,Yes,No,Yes,,,,Yes,No,Don't mind,Yes,No preference,,,
1200,pcm,,Flat share,M5,Now,1,3,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Don't mind,No,No preference,,18,99
700,pcm,,Flat share,M5,31/05/2023,6,12,Furnished,Yes,Yes,Yes,No,No,shared,Yes,No,Yes,Yes,Don't mind,Yes,Female,,18,24
800,pcm,,House share,M21,01/05/2023,1,1,Furnished,Yes,Yes,Yes,Yes,No,shared,Yes,No,Yes,Yes,Professional,Yes,No preference,,,
800,pcm,,Flat rent,M15,10/06/2023,0,3,Furnished,Yes,Yes,No,No,No,,,,No,No,Student,No,No preference,,,
850,pcm,,Flat share,M5,Now,0,1,Furnished,Yes,No,No,Yes,No,shared,Yes,No,Yes,Yes,Don't mind,Yes,No preference,,18,
649,pcm,,House share,M8,Now,0,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,50
649,pcm,,Flat rent,M5,17/05/2023,0,0,Furnished,No,No,No,Yes,No,,,,Yes,No,Professional,Yes,No preference,,,
649,pcm,,Flat rent,M1,12/06/2023,1,6,Furnished,Yes,,,,Yes,,,,No,Yes,Professional,No,No preference,,,
600,pcm,,House share,M15,Now,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
119,pw,515.27,Flat share,M19,Now,0,0,Furnished,Yes,,,Yes,,shared,Yes,No,No,No,Student,No,Female,Yes,18,18
600,pcm,,Flat share,M3,Now,12,0,Furnished,No,,,Yes,,,,No,No,No,Don't mind,No,Female,,,
120,pw,519.60,House share,M25,Now,3,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,,
430,pcm,,Shared property,M15,Now,3,7,Furnished,Yes,,,Yes,,,Yes,No,Yes,No,Don't mind,No,No preference,,,
550,pcm,,House share,M11,01/05/2023,3,0,Furnished,Yes,,Yes,Yes,,shared,Yes,Yes,No,No,Don't mind,No,No preference,Yes,,
130,pw,562.90,House share,M33,Now,10,36,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,99
520,pcm,,House share,M6,01/05/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,22,48
625,pcm,,House share,M32,Now,0,3,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,21,60
550,pcm,,Flat share,M20,Now,0,6,Furnished,No,Yes,,Yes,,,Yes,No,No,No,Don't mind,No,No preference,,20,29
650,pcm,,House share,M20,29/05/2023,1,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Student,No,No preference,,,
600,pcm,,House share,M13,31/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Professional,Yes,No preference,,21,45
635,pcm,,House share,M13,05/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Professional,Yes,No preference,,22,45
475,pcm,,House share,M21,Now,3,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,Female,,18,
600,pcm,,House share,M27,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,23,39
660,pcm,,House share,M16,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,20,40
650,pcm,,House share,M30,Now,8,0,Furnished,Yes,No,Yes,No,No,No,No,No,Yes,No,Don't mind,Yes,No preference,,,
200,pw,866.00,Flat share,M3,17/04/2023,1,3,Furnished,No,,Yes,Yes,,shared,Yes,No,No,No,Student,Yes,Female,,18,25
675,pcm,,Flat share,M4,Now,2,0,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,No,Male,,25,99
196,pw,848.68,House share,M16,Now,1,2,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,No,No preference,,25,45
550,pcm,,House share,M27,Now,0,12,Furnished,Yes,Yes,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,23,60
600,pcm,,House share,M6,28/12/2023,0,3,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
462,pcm,,House share,M19,06/05/2023,6,12,Unfurnished,Yes,,Yes,,,shared,,No,No,No,Professional,No,No preference,,24,32
600,pcm,,House share,M38,11/05/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,23,
600,pcm,,Flat share,M19,Now,1,6,Furnished,Yes,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,21,40
500,pcm,,House share,M18,17/04/2023,0,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,Yes,Professional,Yes,No preference,,26,42
475,pcm,,House share,M20,Now,3,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,No,Female,,21,
550,pcm,,Flat share,M20,31/05/2023,5,0,Furnished,Yes,No,No,No,No,shared,No,No,Yes,No,Professional,No,No preference,,22,30
570,pcm,,House share,M6,Now,6,0,Furnished,No,,,,,,,Yes,No,No,Don't mind,No,No preference,,,
200,pw,866.00,Flat share,M1,Now,3,4,Furnished,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
200,pw,866.00,Flat rent,M15,28/04/2023,12,12,Furnished,No,,Yes,Yes,,,,,No,Yes,Don't mind,Yes,No preference,,,
584,pcm,,Flat share,M50,Now,6,0,Furnished,No,,,Yes,Yes,shared,Yes,No,Yes,Yes,Professional,No,No preference,Yes,,
